user_id,Total Traffic(MB),Downlink Throughput(Kbps),Uplink Throughput(Kbps),Downlink TCP Retransmission Rate(%),Video Streaming Download Throughput(Kbps),Video Streaming xKB Start Delay(ms),Web Page Download Throughput(Kbps),Web Average TCP RTT(ms),1,3,4
720,802.18929,514.44,120.89,1.57,1847.87,2720,1028.78,205,0,1,1
721,513.33838,4288.46,156.55,2.38,3624.09,2815,706.39,248,0,0,1
722,678.98647,4725.82,210.61,0.24,9095.16,1417,788.37,50,0,0,0
723,541.87459,3838.07,72.81,1.09,1456.65,9093,922.75,390,0,0,0
724,301.38804,191.93,53.26,3.93,1776.69,3123,888.36,98,0,0,0
725,231.03661,582.62,262.71,1.62,2939.32,1381,1663.15,67,0,0,0
726,183.46592,1155.32,102.29,0.95,2741.04,1667,622.22,260,0,1,1
727,885.25678,1922.37,660.06,1.03,6610.69,1220,3310.25,52,0,0,1
728,294.7703,1204.32,277.95,0.41,2070.63,4776,1469.19,77,0,0,0
729,244.45938,1073.47,121.26,2.1,6737.42,1735,970.82,148,0,0,0
730,118.22783,87.69,17.62,2.57,239.47,1476,302.39,1004,0,0,0
731,390.88829,1913.41,237.88,2.98,5611.7,1495,1642.36,67,0,0,0
732,776.58264,1579.82,104.72,1.08,3111.92,2086,1170.08,311,0,1,0
733,211.2701,143.51,43.26,2.92,700.72,1603,470.0,845,0,0,1
734,147.42102,340.85,39.31,1.55,3249.88,2928,1922.42,93,0,0,0
735,273.01782,4290.96,80.39,1.93,8125.17,919,1186.79,72,0,0,0
736,448.92253,1572.05,282.28,2.42,4297.67,1948,1824.52,107,0,0,1
737,158.4779,151.54,13.11,3.6,458.54,4128,401.47,1297,0,0,0
738,489.09956,2126.25,507.03,0.33,7776.9,1753,1821.86,186,0,0,0
739,258.00353,1692.74,92.69,0.24,23422.3,895,3203.31,121,0,0,0
740,282.91741,1758.87,104.62,1.81,6927.31,1219,1695.59,44,0,0,0
741,167.19301,2996.75,614.36,0.47,9143.07,1292,1992.77,68,0,1,1
742,287.87143,77.0,200.6,0.91,6549.31,1324,3062.46,96,0,0,0
743,435.95177,1895.94,68.7,1.89,3799.68,1305,1128.06,143,0,0,0
744,349.87752,3211.91,97.63,0.5,4783.99,2492,3448.79,98,0,0,0
745,515.90439,1296.59,142.82,0.17,3651.77,1113,2450.18,94,0,1,0
746,257.33418,393.49,74.45,0.67,1028.83,1287,2194.23,83,0,0,0
747,327.58939,8113.6,176.49,0.14,6816.66,822,3543.63,43,0,0,0
748,389.02544,3192.46,257.8,1.38,7328.83,1012,5032.49,55,0,0,0
749,770.99306,5637.05,49.57,0.33,13666.58,1075,3265.73,153,1,0,0
750,177.54937,667.24,137.24,0.45,3915.89,1733,1187.57,159,1,1,1
751,532.43866,1760.14,156.86,1.1,6299.02,1473,492.22,148,1,0,1
752,771.28535,1828.19,80.34,0.3,3756.26,1701,1330.27,167,0,0,1
753,168.05886,180.47,185.29,3.07,8646.53,1232,1620.21,168,0,1,0
754,517.90409,970.16,95.79,1.55,4246.17,1652,1589.45,106,1,1,0
755,858.15772,1919.69,66.35,0.41,2359.4,2375,1819.69,441,0,0,0
756,240.6198,1674.59,753.1,1.53,2348.34,1601,1204.91,102,0,0,0
757,100.34941,2779.17,252.6,2.09,8952.33,1228,1408.67,224,0,0,0
758,451.23383,2991.97,50.12,0.32,14618.97,1185,484.89,66,0,0,0
759,658.19785,2156.3,46.06,8.41,4481.85,1251,714.1,286,0,0,1
760,666.48659,3353.11,278.8,0.71,4433.61,5355,2051.93,45,0,0,0
761,199.48867,958.43,119.43,0.86,3370.73,1191,1939.15,77,0,0,1
762,485.40758,1979.5,143.05,0.6,4180.34,1547,1920.85,100,0,0,1
763,621.99664,685.1,55.76,3.76,1319.32,3289,1073.2,117,1,1,1
764,769.78395,1632.24,294.26,0.71,3401.92,2102,1403.55,344,0,0,0
765,679.51694,1019.5,69.49,1.38,2135.78,4916,999.38,173,0,1,1
766,548.35554,1776.92,191.2,1.92,3033.1,2039,2124.38,32,0,0,0
767,305.61686,449.51,68.2,0.5,1667.6,2398,615.3,168,0,0,0
768,250.24244,187.68,15.7,5.29,833.62,5344,288.2,434,0,0,0
769,122.83562,573.6,67.03,3.17,1690.89,2542,721.95,277,1,0,0
770,182.00162,855.8,105.24,1.73,3219.28,1691,3305.79,77,0,0,0
771,173.88537,554.73,102.78,0.45,945.47,3020,2129.41,169,0,0,0
772,259.8036,139.6,324.21,0.93,4823.22,1696,998.43,284,0,0,0
773,395.47199,648.82,33.79,1.64,7647.49,1327,3232.29,84,0,0,0
774,195.64625,370.24,58.51,6.04,6306.03,2196,2131.55,128,0,0,0
775,572.39,8106.43,294.37,0.16,14818.15,1187,3055.36,55,0,0,0
776,853.42118,2163.55,197.86,0.9,7631.31,3361,225.09,95,0,0,0
777,674.97778,1531.55,107.11,1.03,6904.88,2138,658.96,56,0,0,0
778,211.86513,618.11,137.34,3.77,2554.82,2429,2683.94,91,0,0,0
779,642.54702,2895.88,116.46,1.93,7516.12,1340,2425.72,180,0,0,0
780,239.22564,573.03,128.52,1.07,6578.1,963,1973.9,86,0,0,0
781,347.45164,5316.54,60.3,3.39,12147.05,815,2375.56,111,0,1,0
782,863.19539,1912.92,92.67,0.43,7101.21,3545,1928.26,231,0,0,0
783,102.31059,732.46,275.72,3.19,5223.63,1442,1259.64,74,1,0,1
784,452.12182,1058.92,340.39,1.43,3434.93,1452,1948.12,57,1,1,1
785,207.38426,1876.19,29.84,0.63,1396.93,2395,674.88,103,0,0,0
786,487.84487,920.41,289.04,4.12,1673.23,1994,1401.04,167,0,1,1
787,132.99235,510.51,154.23,1.03,10098.37,1033,1551.07,152,0,0,0
788,867.28384,2542.35,141.9,0.26,8195.66,1189,3596.07,154,0,0,0
789,839.72918,6011.11,163.86,0.64,11643.38,1268,3147.77,117,0,1,0
790,405.69635,3802.7,96.46,1.42,4952.17,3722,4065.09,174,0,0,0
791,833.69768,2344.43,234.14,0.58,9158.85,1564,3145.91,53,0,0,0
792,664.15781,1566.07,153.85,1.11,3085.8,2758,1647.89,134,0,0,0
793,129.89711,2424.84,123.14,2.11,14319.48,2414,2222.66,59,0,0,0
794,804.1918,2293.35,27.22,1.89,2427.49,2286,1762.56,192,0,0,0
795,491.87448,1470.01,180.03,1.5,2309.14,1841,1565.75,169,0,0,0
796,335.66986,907.5,325.17,0.53,7740.85,1569,2979.89,114,0,0,0
797,621.64458,7225.69,185.34,0.3,7793.97,996,3674.32,60,0,0,0
798,109.35178,1881.47,236.36,0.4,9838.46,1348,2197.17,97,0,0,0
799,116.7708,236.3,237.14,0.67,1246.69,2168,1394.18,152,0,0,0
800,142.14476,2384.19,208.68,0.87,14282.68,1185,2706.54,160,0,0,0
801,784.22803,531.49,50.94,1.28,1838.1,2491,880.69,201,0,0,0
802,467.02293,347.18,62.39,2.27,3015.46,2019,975.02,85,0,0,0
803,699.27465,5191.7,143.63,0.41,10095.0,1192,1960.13,63,0,0,0
804,422.64458,1373.46,156.44,2.73,1954.46,2048,693.54,351,0,0,1
805,325.77928,650.65,88.13,0.13,12107.75,1376,2781.72,55,1,1,1
806,366.49389,3241.81,631.89,0.4,7067.23,1435,1648.61,132,0,0,0
807,497.94291,718.8,59.0,5.3,1340.31,3091,840.45,114,0,0,0
808,513.42367,317.21,38.47,1.66,2099.68,1549,878.62,644,0,0,0
809,301.37757,682.63,215.2,1.79,5090.99,2110,1908.33,209,0,0,0
810,299.58615,3992.4,496.82,0.91,5467.52,2955,2032.48,89,0,1,0
811,287.63077,1433.2,308.73,1.54,10166.34,1585,2220.24,377,0,0,0
812,127.41013,551.2,77.9,2.73,3909.07,1768,4210.47,777,0,0,0
813,415.56883,2907.43,375.19,0.8,7576.83,1094,1851.29,50,0,0,0
814,798.19103,5224.25,129.24,2.18,7647.09,2038,2890.33,125,1,1,1
815,368.56099,486.92,85.72,1.2,996.31,1441,1525.66,301,0,0,0
816,220.18176,1737.79,1064.79,0.23,13361.94,846,4941.6,45,1,1,1
817,466.11422,1705.11,100.43,1.72,5650.75,1987,1664.53,55,0,0,1
818,595.31625,6502.79,93.72,0.33,12132.78,1148,2648.59,91,0,0,0
819,114.44455,289.2,48.77,1.39,12624.25,1181,166.99,116,1,0,0
820,547.68519,4272.03,104.25,1.81,4943.95,1468,2123.8,289,0,0,0
821,384.73158,798.26,399.85,1.27,2523.29,1609,1318.96,92,1,0,0
822,800.08137,904.53,147.34,0.83,4895.42,2020,3230.13,82,0,0,1
823,520.12445,3503.48,62.92,2.39,5767.26,1802,347.61,98,0,0,0
824,212.64818,602.73,116.22,1.2,3355.79,2427,1610.47,288,0,0,1
825,185.18777,947.61,96.91,5.69,2798.67,1181,511.24,229,1,0,0
826,744.21897,1324.47,74.54,1.07,7351.95,1510,55.25,133,0,0,0
827,216.17856,156.93,76.51,1.23,791.48,2050,724.07,405,0,1,0
828,129.28721,3872.58,77.86,0.83,6944.79,1385,1196.25,66,0,0,0
829,303.8984,3802.33,231.95,0.45,4916.26,1332,2214.91,243,0,0,0
830,796.64018,1531.18,188.82,0.39,5009.16,1680,1541.73,102,1,1,1
831,161.1472,1202.05,165.38,0.45,10335.74,1112,2403.47,141,0,0,0
832,792.5927,1315.93,102.77,0.16,6853.84,1480,1035.97,338,0,0,0
833,241.33117,334.62,136.82,1.14,1980.96,998,1698.17,113,0,0,0
834,519.4543,5648.36,170.84,2.56,9485.07,1331,3572.41,94,0,0,1
836,154.69035,1108.92,193.72,1.62,9896.53,1329,240.01,138,0,0,0
837,122.50055,2326.17,52.01,0.47,3821.6,1222,1514.47,145,1,0,0
838,280.48658,736.63,101.61,1.28,3263.33,1615,1336.13,143,0,0,1
839,118.54533,1872.64,89.12,2.55,2524.05,2362,1326.28,287,0,0,0
840,814.26616,386.13,24.27,1.02,14165.7,1413,1624.19,178,0,0,0
841,313.06899,3114.7,343.38,1.02,2693.11,5282,2974.42,55,0,0,0
842,201.02279,1666.05,275.59,1.77,5633.8,3648,1060.68,277,0,0,0
843,196.76498,533.08,258.18,4.31,11914.54,1382,2175.0,189,0,0,0
844,177.51462,1323.17,37.69,1.39,2591.79,2247,619.17,275,0,0,0
845,776.94869,2645.02,373.15,1.43,4699.86,2311,1792.11,108,1,1,0
846,284.23809,784.46,93.85,1.03,1583.95,1745,1037.31,93,0,0,0
847,565.93513,1487.88,90.38,2.91,3938.81,2092,1823.21,133,0,0,0
848,207.69257,479.59,46.0,4.33,596.61,2796,952.85,191,0,0,0
849,103.84193,1584.06,113.02,2.31,2928.1,5424,1598.02,174,1,0,0
850,173.9405,760.99,27.42,5.13,2564.64,687,560.46,329,0,0,0
851,328.48677,268.42,128.79,1.85,2990.57,3210,786.54,186,1,0,1
852,604.73944,1466.08,715.21,1.44,4392.67,1669,2265.27,57,1,0,0
853,139.69821,258.65,45.79,4.03,2142.77,3257,1638.56,149,0,0,0
854,567.98407,3707.45,229.84,0.54,5455.73,3203,1451.19,112,0,0,1
855,584.25876,8076.79,804.96,0.37,16245.46,1122,3293.4,68,1,1,0
856,321.39835,991.27,171.13,0.87,3835.16,1698,485.8,122,0,0,0
857,467.74767,1498.69,423.64,0.76,6395.31,1400,3637.11,52,1,1,0
858,590.23964,1521.09,124.17,2.3,4437.65,1409,2521.46,91,0,0,0
859,457.17151,1372.59,133.05,0.19,14757.5,1104,2941.04,203,0,0,0
860,141.75929,8807.23,240.86,0.12,24505.78,767,6447.24,59,0,0,0
861,365.16408,3823.91,132.72,1.53,5737.88,1275,3060.16,89,0,0,0
862,102.56188,102.05,76.69,1.17,749.14,11112,1348.88,66,1,1,0
863,171.34743,84.23,21.46,2.57,2719.12,1003,733.47,354,0,0,0
864,437.77886,5295.3,32.63,2.48,15572.23,1247,2034.05,120,0,1,1
865,746.39919,9548.45,127.19,1.04,12273.03,1122,2302.96,44,0,0,0
866,856.92619,1551.07,19.68,0.92,1716.79,2479,1407.83,274,0,0,0
867,346.70299,1619.43,71.9,0.91,2260.27,2110,4825.51,65,1,1,1
868,419.5959,363.25,65.94,0.37,531.78,4741,2410.97,165,0,0,0
869,757.48718,2678.7,286.75,0.77,4527.39,2683,638.26,82,1,1,0
870,706.98227,925.08,97.75,0.49,6164.89,1138,867.13,86,0,0,0
871,174.25648,973.85,83.37,2.01,3566.42,1522,798.04,95,0,0,0
872,716.02075,820.26,201.06,1.47,2785.53,1862,2745.58,128,1,1,0
873,388.15129,1559.91,173.34,0.57,7060.95,1133,1552.23,124,0,0,0
874,345.80192,2500.23,85.21,1.87,4081.56,1678,1814.66,91,0,0,0
875,315.5149,439.49,72.96,1.33,1242.48,2436,973.65,269,1,1,1
876,819.55686,3630.87,121.13,0.96,4418.21,1810,2025.1,65,0,0,0
877,513.79418,3531.7,246.46,1.16,8088.64,1450,2656.33,72,0,1,0
878,421.5146,1310.42,679.22,2.45,4753.39,4921,11058.24,67,0,0,0
879,553.42463,1555.18,411.66,1.18,6833.44,1347,1244.99,129,1,1,0
880,164.33562,862.13,100.46,0.44,6903.55,1047,2796.6,63,0,0,0
881,756.76013,1562.68,85.63,0.84,2232.9,9037,802.81,82,1,0,1
882,712.18144,1502.22,60.97,2.09,5241.95,1340,1739.19,68,0,1,0
883,463.60508,1712.47,50.52,1.63,2838.53,2119,981.83,143,1,0,1
884,120.7993,1536.96,319.31,0.44,9735.92,1230,3411.95,335,0,0,0
885,203.53513,7611.51,105.67,0.7,10010.52,1004,3831.49,62,0,0,0
886,653.44981,2264.87,145.17,1.42,3959.33,2425,1721.48,135,0,1,1
887,128.43556,346.19,102.8,6.21,541.99,4668,320.31,253,0,1,1
888,561.93358,1855.06,365.92,2.14,3347.41,1704,2411.21,111,0,0,0
889,635.30735,1787.31,138.42,1.21,4754.2,1695,1483.18,113,0,1,1
890,340.75691,1954.17,233.69,0.28,13428.99,1207,5110.13,178,0,0,0
891,164.34988,10958.47,82.1,1.74,25871.54,827,3512.33,64,0,0,0
892,653.99646,717.57,115.04,1.66,3187.05,3437,1864.16,59,1,0,0
893,732.04895,538.08,55.28,7.21,2406.33,1724,999.96,505,0,1,0
894,550.1862,1018.88,162.28,0.55,11725.57,1073,1996.62,82,0,0,1
895,108.30877,92.66,20.45,3.82,1585.19,2473,1751.89,302,0,0,0
896,544.1408,2087.95,100.99,3.55,0.0,2110,0.0,0,0,1,0
897,600.95998,2824.47,240.85,0.95,9820.25,1278,2618.17,91,0,0,0
899,588.7419,353.3,43.76,4.11,1467.92,3121,424.88,356,0,0,0
900,180.33773,3002.24,152.57,0.39,6899.82,1149,3044.35,187,1,1,0
901,554.68964,1529.51,113.27,0.57,7907.12,2576,2539.61,208,0,0,0
902,137.58764,46.89,22.38,6.16,155.52,10861,95.92,2411,1,1,1
903,717.84957,1336.64,92.88,1.28,2592.7,2177,999.39,279,0,0,0
904,140.96726,394.83,101.55,0.27,347.76,2427,4945.86,229,0,0,0
905,694.09947,7782.46,89.66,0.11,19547.47,1105,2065.1,121,0,1,0
906,670.26112,2147.18,68.33,2.59,2505.25,1954,1267.51,106,1,1,0
907,112.95189,13636.42,94.2,0.52,40767.4,896,2941.62,92,0,0,0
908,173.3234,82.8,23.38,22.65,3277.37,4295,1220.87,72,0,0,0
909,140.53775,655.68,80.95,2.3,2900.09,2629,1879.38,73,0,0,0
910,323.80876,1377.92,45.73,2.18,2528.53,1417,971.92,305,0,0,0
911,816.78409,1547.18,213.23,1.16,8184.24,1191,2746.2,48,0,0,0
912,827.04844,2509.4,91.95,0.46,7478.11,1341,4407.22,113,0,0,0
913,309.17185,1081.37,224.88,3.24,4358.53,1531,3204.76,151,0,0,0
914,480.10888,1028.95,147.77,0.7,1794.83,2565,1459.37,200,0,0,1
915,790.11398,2664.55,230.22,0.84,9491.5,1243,2674.04,189,0,0,0
916,230.375,4273.05,228.81,1.46,9365.32,1198,2928.37,51,0,0,0
917,647.19787,487.06,60.44,1.68,763.52,4833,611.63,351,0,0,0
918,587.52691,681.81,132.86,5.18,1209.14,1746,1362.84,271,0,0,0
919,338.59334,1894.76,181.38,1.02,8726.35,1433,2698.22,259,0,0,0
920,757.65511,2654.76,132.95,0.32,4664.65,1699,1406.43,210,0,1,0
921,106.84358,298.07,138.82,1.97,10630.64,785,4761.92,855,0,0,0
922,175.23682,937.53,115.35,1.07,4565.15,1011,3671.31,77,0,1,0
923,639.78157,1511.87,75.75,0.35,14423.98,1292,7957.61,59,0,1,0
924,177.94844,1832.94,397.87,1.97,8408.8,6122,24468.31,53,0,0,0
925,530.58049,7395.4,59.83,0.68,28886.7,870,2550.52,93,0,0,0
926,105.98419,1333.92,201.25,1.48,4881.83,1697,2267.01,71,1,1,0
927,240.35012,696.8,265.08,2.17,4576.39,1727,1276.06,98,1,0,0
928,284.37917,15999.72,760.76,0.78,30122.12,698,5225.09,31,0,0,0
929,296.32689,17393.56,538.05,0.06,20208.89,947,10497.87,36,0,0,0
930,423.73355,4518.53,217.38,2.43,4712.01,2767,1002.17,70,1,0,0
931,650.28731,4193.74,757.37,0.57,16125.09,1091,3887.08,82,1,0,0
932,613.21985,4506.88,140.55,1.08,6236.4,1201,929.0,177,0,0,0
933,444.13891,351.77,54.33,5.38,330.24,11615,322.36,83,0,0,0
934,656.12749,578.68,1081.15,1.98,2015.37,1890,1165.18,161,0,0,0
935,137.74246,429.52,53.45,1.32,8032.57,775,2267.61,67,0,1,0
936,767.52095,1304.74,107.86,1.46,3785.83,1679,2259.96,107,0,0,0
937,144.2845,257.79,22.66,2.55,1531.15,1202,1014.22,221,0,0,0
938,138.57597,3897.77,447.91,0.35,7892.07,1390,1660.37,63,0,0,0
939,349.78256,595.43,55.22,1.29,1797.65,2294,1096.61,66,0,0,1
940,648.66688,385.8,46.36,0.82,8062.14,995,1133.83,199,0,0,0
941,406.50774,5949.19,171.89,0.61,13296.4,1354,1453.16,124,0,1,1
942,884.19353,2614.72,156.61,4.63,5997.35,1198,1201.78,93,0,0,0
943,822.6008,9771.78,214.37,1.13,11039.09,1507,5333.6,42,0,0,0
944,774.24881,1693.54,208.3,0.83,10583.22,1463,2908.27,162,1,0,0
945,314.11757,734.87,110.92,2.12,7510.37,1456,2492.27,154,0,1,0
946,141.29901,3116.46,389.28,2.81,9764.16,1253,4499.89,56,1,0,0
947,275.25647,1824.07,52.82,0.96,3258.62,2434,5731.61,83,1,1,0
948,452.92472,2736.44,45.37,1.73,7572.5,1277,4806.66,60,0,0,0
949,521.52135,2903.74,129.73,2.66,5530.38,1679,2231.97,122,1,0,0
950,626.22893,972.49,30.61,1.21,4303.65,2089,1960.91,243,0,0,1
951,155.04128,2560.88,91.87,3.4,4765.62,1894,2629.37,50,0,1,0
952,342.16984,1669.78,104.09,0.83,9197.55,907,1761.53,52,0,0,0
953,661.16033,5763.74,254.8,0.98,23154.69,900,4994.76,102,0,0,1
954,154.70814,644.11,81.73,1.95,5152.24,1900,437.79,153,0,0,1
955,156.04964,508.68,50.18,0.41,6546.92,1257,1467.4,59,1,1,0
956,562.77016,3393.69,285.69,2.41,4652.53,1246,3080.67,79,0,0,0
957,124.73386,3352.93,81.39,0.26,21606.54,995,1230.49,98,0,0,0
958,369.01779,325.16,333.73,0.57,3923.95,1338,2501.07,72,1,1,0
959,231.29143,373.04,116.63,1.47,2480.83,1585,1192.43,198,0,0,0
960,605.1715,4075.03,103.33,0.58,3193.96,2841,1937.96,184,0,0,0
961,102.71886,4149.99,136.95,0.11,22590.47,701,10101.55,47,1,1,0
962,227.19155,3258.16,175.31,4.23,6044.11,1438,3687.47,577,0,0,0
963,668.89572,4102.82,390.29,0.48,8628.31,1206,3047.68,43,0,0,0
964,740.06353,703.44,333.03,4.36,1382.07,3418,838.17,209,1,1,0
965,649.03238,826.64,224.06,3.06,2315.2,2841,786.93,114,0,1,1
966,720.88861,5148.97,76.38,0.33,2150.16,2179,1368.04,132,1,0,0
967,404.79797,2715.65,51.88,0.67,3028.38,1681,1148.4,161,0,0,0
968,116.41548,38.59,29.67,0.41,4720.98,766,35603.97,69,1,1,0
969,174.01867,413.28,62.6,1.83,3295.79,960,863.61,81,0,0,0
970,134.453,3925.68,65.63,0.75,10974.35,1089,2057.91,50,0,1,0
971,139.52943,438.69,99.14,0.82,457.56,3788,973.19,172,1,0,0
972,148.36721,631.33,48.22,5.46,397.41,2643,399.43,96,0,1,1
973,748.83848,5825.32,99.5,0.69,6679.28,1113,12354.4,84,0,0,0
974,647.08921,778.01,35.65,15.65,3830.26,1975,645.34,223,0,0,0
975,327.64468,2398.25,80.16,0.7,4020.6,1840,2085.42,118,0,0,0
976,159.18014,1320.27,530.27,0.41,7546.66,3847,4726.55,64,0,0,0
977,734.95906,112.64,58.86,3.38,446.81,6244,180.59,2128,0,1,0
978,672.56405,563.49,41.55,31.2,671.27,8001,155.54,437,0,0,0
979,795.41433,539.03,55.79,0.29,644.75,3411,553.45,486,0,0,0
980,355.95977,690.42,44.2,6.51,1395.15,1996,844.06,115,0,0,1
982,637.35811,7581.95,279.48,1.58,21997.16,1248,3834.07,56,0,1,1
983,429.76537,5835.91,74.66,0.37,10825.94,1125,2232.43,245,1,1,0
984,342.52764,2247.95,107.97,3.76,2423.97,5254,1037.89,100,0,0,0
985,219.79908,828.0,143.48,0.74,6792.33,1472,1289.57,59,0,0,0
986,462.62806,1969.1,73.47,2.74,3088.2,1878,1427.78,251,0,1,0
987,803.14381,3263.28,188.32,0.78,5211.99,1396,1899.1,75,0,0,0
988,264.41679,1795.97,43.84,0.39,16982.7,1103,3686.85,94,0,0,0
989,165.38821,323.64,56.15,3.5,3294.79,2631,1464.38,150,1,0,1
990,777.07327,3459.22,67.08,4.53,2844.95,1691,1216.24,108,0,1,1
991,181.12532,1014.12,116.34,2.03,2582.92,1678,3893.51,84,0,0,0
992,456.06361,747.15,36.14,1.31,3220.37,1959,1647.38,99,0,0,0
993,729.47076,2519.03,55.54,0.35,4227.15,2312,365.41,136,0,0,0
994,316.55869,949.53,210.64,0.74,1052.17,2039,597.11,76,0,0,0
995,279.56928,3632.24,404.66,1.15,20306.0,1108,2994.74,171,0,0,0
996,280.18503,1693.89,492.55,11.69,5491.38,239,4507.23,87,0,0,0
997,244.07043,746.39,102.79,0.98,5233.94,1415,211.74,296,0,0,0
998,151.97285,551.72,85.35,1.11,2647.27,1395,1264.7,106,0,0,0
999,367.51433,667.64,60.78,2.6,2016.58,2830,1204.78,137,0,0,0
1000,356.32139,5473.02,230.66,0.29,6898.42,1487,4198.92,51,0,0,0
1001,105.24746,298.36,98.29,1.63,1086.72,971,420.68,155,0,1,0
1002,496.55412,238.68,116.41,4.64,1247.15,2941,1693.32,180,1,0,0
1003,597.08029,829.05,48.18,1.84,2223.65,4746,1066.39,175,0,0,0
1004,398.141,3681.11,970.84,0.14,17317.61,1113,2394.27,55,0,0,0
1005,189.56471,1086.94,16.92,2.43,1278.86,1434,1317.07,564,0,0,1
1006,211.95869,359.02,267.49,1.53,2786.52,1808,987.28,565,0,0,0
1007,562.86249,4554.99,138.33,0.43,27692.22,1374,9767.68,161,1,0,0
1008,684.93616,1708.72,84.69,1.31,4612.65,1568,2006.58,163,0,1,1
1009,196.99754,1524.35,186.99,0.69,8377.59,1473,1544.44,85,0,1,1
1010,261.64275,1452.71,99.0,0.7,2905.56,1122,1038.95,236,0,0,1
1011,510.46308,4660.32,397.99,0.33,4923.8,1160,2445.22,68,0,0,0
1012,233.51438,974.68,99.54,1.02,4671.08,1591,2152.69,161,0,0,0
1013,748.77264,383.1,60.35,0.85,4350.57,2094,2164.8,109,0,0,0
1014,475.64355,3589.88,315.91,0.27,4981.29,1058,2949.64,56,0,0,0
1015,794.90195,2298.65,287.8,1.72,3210.44,1937,1595.89,130,0,0,0
1016,193.2878,795.38,33.29,2.91,1106.69,6750,628.75,47,0,0,0
1017,293.34976,1631.45,129.87,2.21,11259.15,1043,3621.89,106,0,0,0
1018,241.80879,125.58,23.44,3.12,224.74,2523,460.08,658,0,0,0
1019,101.87792,295.97,62.45,1.25,2201.04,2533,1045.88,86,0,0,0
1020,170.21759,2687.74,27.94,5.5,3401.52,1877,1171.71,86,1,1,0
1021,425.43796,1643.31,144.49,0.52,2361.29,2118,842.07,207,0,0,0
1022,854.52551,625.8,179.87,3.49,2127.92,1868,1366.54,240,0,0,0
1023,655.76657,910.38,160.51,0.47,1495.03,2508,807.74,216,0,0,1
1024,747.63883,5355.72,129.81,0.44,9004.33,1104,4195.79,43,0,0,0
1025,117.63656,417.43,22.85,1.3,6594.97,860,996.79,227,0,0,0
1026,128.82901,2266.35,131.7,0.99,5343.96,1454,1813.69,150,0,1,1
1027,425.23708,229.88,62.31,2.56,3150.51,1597,970.03,249,1,0,1
1028,789.80746,2564.71,87.31,1.2,4776.42,3223,1744.14,101,0,0,0
1029,770.03082,1571.82,135.92,1.78,5179.36,2250,1763.22,79,0,0,0
1030,418.80467,8947.55,30.47,0.11,10056.75,917,2123.16,61,0,0,0
1031,253.40767,997.49,324.93,1.01,9173.99,1020,2117.98,65,0,0,0
1032,492.68454,2049.42,218.05,1.95,2926.82,4319,5368.68,107,1,1,0
1033,351.86302,2152.39,244.86,2.37,7554.83,1351,2720.68,48,0,0,0
1034,211.7548,3554.48,156.79,0.42,9620.14,1239,560.08,58,0,1,0
1035,315.34206,9816.86,59.78,0.37,10848.98,1051,2117.1,70,0,0,0
1036,130.55722,586.62,136.07,1.28,8187.63,1395,1731.92,64,0,0,0
1037,385.59889,170.41,50.33,2.38,237.72,2032,303.18,942,0,0,0
1038,500.10761,2138.31,299.04,2.05,5714.96,1829,1582.13,111,0,1,0
1039,213.96294,955.13,33.81,1.19,1578.43,2637,6434.98,93,0,0,0
1040,376.45757,6663.84,3283.33,0.35,10187.71,1031,3003.61,42,0,0,0
1041,709.50156,7083.3,114.81,0.32,12152.42,1052,2443.59,67,0,0,0
1042,842.83767,1981.08,108.72,1.95,2943.76,2022,788.86,224,0,0,0
1043,540.0045,8229.86,221.14,1.58,5288.49,1337,2114.78,141,0,0,0
1044,464.46078,562.19,270.62,1.44,2034.55,6020,2024.84,177,0,0,0
1045,524.52823,1017.26,45.64,2.64,5334.97,1965,1273.36,119,0,0,0
1046,560.68898,877.65,149.53,4.39,1327.88,4171,791.75,125,0,1,1
1047,222.77443,979.6,160.12,2.06,5716.83,1116,1656.23,111,0,0,1
1048,128.1142,256.62,83.15,2.32,2376.77,886,1483.35,114,0,0,0
1049,220.6386,754.59,832.76,1.46,2382.88,1920,505.25,395,0,0,0
1050,510.5314,2006.16,88.01,2.72,4057.8,1446,1020.44,169,0,0,0
1051,368.24575,7886.0,80.52,0.78,9214.26,755,1032.16,99,0,0,0
1052,802.08311,4829.6,380.09,0.67,8818.13,1216,2827.8,84,0,0,0
1053,426.32157,497.74,161.12,2.3,1361.59,2504,1074.41,162,0,1,0
1054,138.07083,485.12,57.14,1.54,3058.71,2020,1328.54,717,0,1,1
1055,343.48968,463.09,159.5,1.41,7023.35,1743,2604.78,80,0,1,1
1056,443.30689,5379.02,279.91,0.35,7503.81,1211,8012.81,64,0,0,0
1057,354.257,567.71,248.8,1.19,1912.32,4228,2144.58,79,0,1,0
1058,518.71502,731.14,45.24,0.58,12154.05,1291,7362.22,77,0,0,0
1059,348.61062,848.71,50.69,2.16,2958.33,1895,1125.2,166,0,0,0
1060,359.88913,686.35,84.79,2.81,2875.13,3663,403.5,198,0,0,1
1061,654.83791,552.58,46.39,2.58,3630.39,1859,1584.69,292,0,0,0
1062,635.57991,5910.34,194.67,0.3,9486.85,1231,2748.77,79,0,0,0
1063,746.41632,2118.97,260.14,1.19,4958.87,1417,1020.94,156,1,1,0
1064,762.98267,4292.71,317.96,0.78,10397.11,1328,3714.09,76,1,1,0
1065,158.90235,227.9,100.68,1.6,467.52,1839,132.68,700,1,1,1
