user_id,Total Traffic(MB),Downlink Throughput(Kbps),Uplink Throughput(Kbps),Downlink TCP Retransmission Rate(%),Video Streaming Download Throughput(Kbps),Video Streaming xKB Start Delay(ms),Web Page Download Throughput(Kbps),Web Average TCP RTT(ms),1,3,4
1546,472.17996,2790.33,84.64,1.3,10086.5,1245,1560.28,122,0,0,0
1547,294.23965,565.92,57.13,0.58,5741.26,1877,2715.09,69,0,0,0
1548,147.08335,217.57,88.35,1.87,4017.43,1530,1637.63,63,0,0,0
1549,147.04842,88.44,27.56,2.53,356.63,3787,387.97,678,0,0,0
1550,572.9273,3132.28,48.96,0.54,5283.44,1128,3618.11,50,0,0,0
1551,598.6619,1066.72,105.83,3.85,10014.68,1074,2218.59,69,0,1,0
1552,371.57785,1152.7,95.03,0.66,988.86,3111,1142.05,344,0,0,0
1553,158.20372,1471.22,42.73,2.59,2019.32,2789,2873.36,111,0,1,0
1554,165.66183,293.55,87.21,0.81,605.29,6007,763.83,214,0,0,0
1555,427.85382,1661.62,100.36,0.52,3754.51,1691,2338.64,139,0,0,0
1556,353.53023,1374.73,268.83,1.17,11133.92,1257,2876.59,187,0,0,0
1557,241.79386,335.0,197.47,1.58,4237.76,1451,998.53,51,0,0,0
1558,486.78278,49.54,115.49,1.95,1394.7,2944,361.05,71,0,0,1
1559,274.41442,3317.06,97.83,1.24,6024.49,1614,1085.92,168,1,1,0
1560,248.45093,6857.63,95.69,0.76,3865.64,1529,764.43,260,0,0,0
1561,797.26078,1570.26,52.23,0.44,6255.48,1880,1591.89,373,0,0,0
1562,856.38455,1790.49,37.97,3.49,3146.98,1729,1950.75,158,0,1,0
1563,101.9987,694.13,56.41,6.05,2743.35,1323,2353.41,73,0,0,0
1564,713.88068,2566.16,317.36,0.18,6073.73,1222,2497.58,64,0,0,0
1565,708.90553,1296.81,340.0,0.78,9821.16,1732,2528.68,61,0,0,0
1566,592.06969,895.32,80.98,1.23,3988.68,8883,4218.98,322,1,0,0
1567,530.92418,1051.34,304.76,1.74,7223.05,1382,795.96,164,0,0,0
1568,406.9164,653.93,71.81,1.05,5764.58,1502,2118.66,167,0,0,0
1569,533.81172,4495.71,45.45,4.25,5163.79,1568,1557.06,69,1,1,1
1570,266.55265,3123.94,53.51,0.98,11550.49,1254,1792.77,149,0,0,0
1571,551.68984,2204.93,114.82,2.39,7376.8,1154,2541.98,48,0,0,0
1572,275.16686,584.62,228.45,2.07,5365.46,1872,1972.15,94,1,0,1
1573,163.52283,3912.89,171.56,2.07,10843.12,1014,2570.62,56,1,1,1
1574,347.49817,585.82,151.8,1.16,2456.45,4795,1490.37,257,0,1,0
1575,180.32557,531.89,72.57,2.69,2231.77,5181,730.07,232,1,1,1
1576,261.28034,825.72,196.26,1.43,2593.42,2530,1858.43,338,0,0,0
1577,475.40568,2584.24,653.1,1.34,12044.98,1612,3033.41,54,0,1,0
1578,117.98414,2513.23,131.29,2.6,6738.92,1755,1348.59,291,0,0,0
1579,160.90475,1520.17,119.42,11.98,5429.87,1573,2026.34,113,1,0,0
1580,212.7079,1339.97,62.21,1.31,3286.46,1387,1388.1,166,0,0,0
1581,465.76574,1412.75,82.33,0.72,1673.3,6196,1786.1,75,0,0,1
1582,615.91557,591.12,222.54,2.85,1842.43,1780,1448.46,287,1,1,0
1583,248.24591,1015.3,135.12,3.51,3053.12,3419,1019.77,222,0,0,0
1584,549.72753,185.32,107.45,0.73,3823.17,1671,1259.19,118,0,0,0
1585,338.70217,385.07,126.74,5.09,3953.47,1809,1081.53,740,1,1,0
1586,347.87024,4505.21,144.19,0.37,12095.52,2004,2434.88,85,1,0,0
1587,468.02851,1625.69,121.72,3.48,14790.17,1356,5059.13,79,0,0,0
1588,171.8781,74.8,51.44,3.44,846.05,2653,1270.41,182,0,0,0
1589,474.50916,1363.28,193.54,1.18,968.62,7856,1503.81,121,0,0,0
1590,525.67719,5798.66,431.96,0.88,8749.06,1196,2390.71,138,0,0,0
1591,568.7893,6467.75,66.38,2.74,7245.67,1035,2662.55,35,1,1,1
1592,424.01521,10452.57,23.24,2.64,17538.25,1364,1733.52,72,0,0,0
1593,108.93928,198.28,34.21,0.88,2492.85,1469,270.28,233,1,0,1
1594,132.21814,364.22,84.3,0.97,10256.2,1268,2440.56,76,0,0,0
1595,815.66514,5505.22,292.79,0.58,10042.11,1487,2110.26,102,0,0,0
1596,237.17663,335.13,90.26,2.65,4959.73,1151,2264.81,116,0,0,1
1597,128.83906,6451.74,53.39,2.25,11964.14,1486,2519.9,443,0,0,0
1598,263.18033,2025.85,67.43,1.06,4609.65,1671,2238.1,283,0,0,0
1599,289.381,1496.28,250.41,0.67,2159.11,2848,1082.18,369,0,1,0
1600,874.79647,3337.96,159.39,1.56,2962.07,1427,2632.31,126,0,0,0
1601,281.33803,7382.66,101.47,0.31,12846.41,764,3699.68,77,0,0,0
1602,860.28013,2884.93,130.25,0.36,5653.17,1030,1281.98,84,0,0,0
1603,309.08329,4992.06,138.87,0.14,11222.12,1399,2305.42,59,0,0,0
1604,248.10202,764.37,256.66,0.7,1520.29,1259,1858.56,209,1,1,0
1605,573.94102,1227.97,204.01,1.28,9592.52,1672,15759.28,50,0,0,0
1606,606.70965,971.58,128.23,1.3,1243.5,2462,901.28,184,0,0,0
1607,500.90137,519.73,88.77,0.97,4503.07,2001,1744.35,519,0,0,0
1608,363.55069,1314.61,250.4,5.47,5983.5,1519,1844.12,277,0,0,0
1609,782.77448,1233.19,92.2,1.46,8488.33,1826,1572.34,71,0,0,1
1610,121.3071,665.66,144.99,1.76,1941.86,2266,1643.69,74,1,1,0
1611,409.10925,1344.58,80.42,1.33,2205.68,6985,2444.87,170,1,1,1
1612,500.75569,3208.18,124.01,4.39,9331.49,1149,2437.62,60,1,1,0
1613,218.60126,1916.71,219.74,0.69,21868.96,1002,2697.36,66,1,0,0
1614,712.80497,2385.55,73.91,0.73,3286.06,1579,1478.55,100,0,0,0
1615,801.98412,1275.08,123.8,0.34,10996.32,961,3231.02,90,0,1,1
1616,145.53303,395.81,142.84,2.17,7763.98,682,2161.87,189,0,0,0
1617,588.19689,2355.54,211.79,3.13,5121.32,2190,1180.87,199,1,0,0
1618,282.24249,124.01,38.92,3.51,264.45,1913,239.15,2394,0,1,0
1619,450.57249,2160.25,155.76,0.48,3888.21,1126,778.84,150,0,0,0
1620,205.22731,8182.53,372.27,0.54,14752.3,1220,1456.65,58,0,0,0
1621,778.92054,1093.43,191.77,1.66,2018.97,2338,1213.5,292,1,0,1
1622,524.58272,628.61,28.08,1.29,6006.75,1730,2536.74,127,0,0,0
1623,766.41666,874.67,52.51,0.6,3230.95,1705,647.39,169,0,0,0
1624,511.74242,1681.28,228.2,0.38,7500.42,1135,2816.82,70,0,0,0
1625,456.88907,661.29,72.76,2.0,4764.96,1207,3003.92,171,1,0,0
1626,762.21596,1350.17,51.13,0.48,9170.69,1634,3872.11,81,0,1,0
1627,289.7284,71.64,12.27,5.62,154.91,4989,113.98,1634,0,0,0
1628,152.82527,1986.73,122.67,1.06,5602.47,1545,1933.3,83,0,0,0
1629,527.18148,11341.58,231.17,0.15,15044.62,971,8133.83,54,1,0,0
1630,332.96816,2686.86,244.84,0.33,7461.49,1262,3934.81,66,0,1,0
1631,316.67153,3803.0,303.23,1.14,10607.07,1455,2309.75,97,0,0,0
1632,100.02668,1092.66,47.77,4.33,7009.94,1622,5012.16,608,0,0,0
1633,336.49643,5075.91,489.69,1.22,7701.02,912,1073.28,76,0,0,0
1634,534.85937,3048.86,137.7,0.49,8175.81,901,1963.5,57,0,0,0
1635,393.20144,679.93,141.37,1.15,3575.43,2212,2213.19,212,0,0,0
1636,432.23204,682.22,35.94,2.15,940.09,4508,1514.15,137,0,1,0
1637,109.18678,467.76,198.52,0.42,10835.41,959,5450.93,44,0,0,0
1638,501.67689,4167.58,1406.1,0.35,9094.33,1317,8564.2,74,0,0,0
1639,545.07973,1578.42,60.93,0.92,1542.78,1470,1257.1,135,0,1,1
1640,140.24376,1095.92,125.38,3.28,7941.1,1203,1710.46,118,0,0,0
1641,323.35808,272.65,109.89,1.27,1561.47,4847,822.58,317,0,0,0
1642,335.41289,761.49,230.5,2.22,3176.78,2207,2050.97,70,0,1,0
1643,540.57999,882.83,30.05,0.41,5918.21,1620,608.88,73,0,0,0
1644,319.67796,2048.13,429.96,2.34,8653.61,1109,5632.75,104,0,0,0
1645,334.00509,176.06,56.03,2.24,365.84,1883,205.44,1012,0,0,0
1646,370.57156,3596.0,62.53,2.6,27714.36,1103,1821.08,56,1,1,0
1647,275.18509,817.0,235.22,3.1,2208.79,5363,1555.86,82,0,0,0
1648,662.77107,3374.11,114.73,0.28,6915.5,1746,2210.43,111,1,0,1
1649,570.27752,2295.02,522.84,0.77,9292.31,907,3044.58,36,0,0,0
1650,225.14424,134.78,35.89,1.28,5360.45,1613,1970.14,67,0,0,0
1652,136.30793,684.51,60.24,4.7,3728.68,1564,1692.74,119,0,0,0
1653,871.03314,851.01,105.42,2.83,6156.33,1610,1745.19,97,0,0,1
1654,299.55057,1789.17,145.94,2.63,5351.24,1451,1967.76,73,0,1,0
1655,423.2975,1366.61,69.12,1.8,1896.58,3838,660.74,330,0,0,1
1656,757.90174,1047.56,289.26,0.16,8128.14,3999,3502.1,60,1,1,0
1657,199.32076,1437.53,123.25,4.69,5783.18,1343,2893.64,108,0,0,0
1658,436.8033,2281.08,187.47,0.76,3755.95,1783,1529.42,152,0,0,0
1659,743.56091,625.61,432.06,1.14,1776.59,2217,1482.78,164,0,0,0
1660,252.49894,877.35,155.72,0.68,1157.65,7440,2486.25,265,0,0,1
1661,346.07207,1515.03,121.14,2.21,5211.57,1794,1548.24,63,0,0,0
1662,333.81844,71.89,16.7,3.44,188.87,5691,158.25,1584,0,0,0
1663,645.52234,3152.28,124.91,1.1,3289.38,1332,1674.06,83,0,0,0
1664,683.39601,717.6,63.87,1.51,2997.19,1454,1678.29,96,0,0,0
1665,205.89168,2584.72,550.93,1.01,1506.99,791,1636.39,47,0,0,0
1666,518.18385,3671.13,124.82,0.54,8788.93,1154,3279.54,59,1,0,0
1667,257.66161,533.13,79.09,1.19,8820.96,1106,3912.92,85,1,1,0
1668,206.94841,674.56,128.29,1.94,1709.65,1470,1672.37,177,0,0,0
1669,158.8678,851.53,110.36,1.28,4615.13,2239,3835.88,119,0,0,1
1670,837.85351,813.26,54.53,1.94,1916.74,2867,708.64,236,1,0,0
1671,339.29896,6683.27,103.52,3.71,12400.74,1742,1870.92,192,0,0,0
1672,258.71375,9167.49,152.07,0.97,6530.17,1412,2119.61,150,0,1,1
1673,358.99507,284.65,52.87,3.67,7206.05,1776,1759.93,321,0,0,0
1674,430.6116,8433.4,129.48,0.13,10555.36,905,2882.07,55,1,0,0
1675,356.53705,3357.64,133.49,0.96,10704.38,1175,2407.38,110,0,0,0
1676,199.80601,480.65,70.26,2.67,1711.41,3883,532.32,532,0,0,0
1677,757.33488,9121.87,104.06,0.29,4709.25,1097,1672.99,70,0,0,0
1678,594.94474,4704.53,44.58,1.23,11623.11,971,1980.58,58,0,0,0
1679,432.70143,1912.02,186.67,1.97,10704.86,1713,4276.16,69,0,0,1
1680,594.46161,3399.66,98.79,0.51,1933.92,18658,4410.66,46,1,0,1
1681,594.73726,1116.1,83.69,0.96,2827.3,2123,1640.98,65,0,0,0
1682,637.79715,718.46,437.72,1.35,2145.3,6003,2882.93,40,1,0,0
1683,329.37699,642.53,110.2,0.48,4236.02,1972,3245.85,150,0,0,0
1684,546.46061,2749.74,74.73,2.22,712.12,8323,1012.37,136,0,0,0
1685,311.57116,871.14,51.77,0.68,839.1,2492,642.15,235,0,1,1
1686,634.77989,2498.1,315.64,1.15,4287.28,1264,1246.71,65,0,0,0
1687,663.17557,6335.38,72.98,2.75,4968.38,1552,3116.15,81,0,0,0
1688,149.43136,484.59,259.23,2.11,1821.97,1751,3574.28,113,0,0,0
1689,570.12717,5188.62,179.32,0.32,18193.16,768,5518.88,48,0,0,1
1690,431.01133,4448.51,146.36,0.68,8535.88,1045,2136.56,94,0,0,0
1691,641.98251,2778.2,371.4,0.9,9291.78,1311,3907.19,71,0,0,0
1692,684.26422,928.02,65.19,2.99,3783.66,1311,1080.5,265,0,0,0
1693,108.14246,312.57,69.51,1.32,10577.24,1477,1648.25,131,0,1,1
1694,802.03744,2206.45,109.4,1.34,6565.84,846,3327.78,51,0,0,0
1695,181.73849,141.18,41.57,5.0,1001.78,1360,1447.82,101,0,0,0
1696,539.80452,3155.88,165.68,5.21,7161.39,1548,2315.3,43,0,0,0
1697,472.72104,1019.39,221.56,0.27,2637.52,1072,1341.19,146,0,0,0
1698,139.41212,729.98,278.82,3.48,2806.38,2785,1537.47,105,0,0,0
1699,101.50592,653.72,98.79,1.51,6161.47,3030,680.74,211,0,1,0
1700,300.85808,460.29,52.17,3.29,885.84,3210,419.18,244,0,0,0
1701,208.28728,1436.3,322.07,1.0,1463.45,11004,1692.02,47,0,0,0
1702,863.40744,9531.91,65.45,0.35,11341.24,1102,3711.27,54,1,0,0
1703,640.71339,3216.66,107.55,2.4,5447.23,1496,1340.39,128,1,0,1
1704,335.63046,1676.8,51.55,1.23,4367.72,1559,1114.33,102,1,1,1
1705,258.97594,589.11,66.03,0.89,3221.36,1579,1687.96,123,0,0,0
1706,535.45842,223.18,56.75,0.61,536.14,4459,349.77,557,0,1,1
1707,650.45277,494.03,134.75,0.52,614.68,6358,336.36,487,1,0,1
1708,109.08981,2666.48,160.0,1.26,3928.6,4078,1355.65,1045,0,0,0
1709,430.20119,2969.02,344.32,0.43,10475.36,1214,4032.47,47,0,0,0
1710,316.11266,1252.65,54.98,3.71,8858.23,1528,1131.92,161,1,1,0
1711,503.24717,5265.67,85.15,1.15,6848.99,1399,2209.36,99,0,0,0
1712,553.8529,3252.26,1807.94,1.73,11318.58,1424,1985.44,231,0,0,0
1713,846.76894,1457.64,467.48,3.04,3047.51,1672,1472.7,173,0,0,0
1714,124.66209,858.99,227.22,2.15,2848.53,1943,1222.43,188,0,0,0
1715,250.75084,1586.52,140.46,1.07,4729.17,2045,2575.15,88,0,0,0
1716,708.55258,5430.13,101.83,0.7,5060.87,1444,2520.25,85,0,1,1
1717,622.85049,2369.65,156.83,0.83,3939.93,2121,1968.89,77,0,0,0
1718,527.32326,228.05,43.59,3.23,669.72,2886,189.83,1446,1,1,0
1720,490.78364,5173.94,27.94,2.0,6543.94,1466,1766.82,147,0,0,0
1721,180.24737,4018.14,67.42,2.06,4108.91,3897,575.81,213,0,0,1
1722,729.54642,2063.91,137.92,0.42,4157.12,1477,1087.66,99,1,1,1
1723,488.73973,1926.53,178.86,0.6,6128.81,1289,2380.35,83,0,0,0
1724,299.87876,1365.8,116.82,1.31,6150.53,2103,2419.2,119,0,0,0
1725,680.06734,473.08,122.13,3.08,3176.39,1716,950.76,169,1,0,0
1727,243.54374,1140.77,50.83,1.47,2795.88,2820,883.2,83,1,0,1
1728,653.88628,943.33,98.8,0.66,5684.52,1567,1960.3,69,0,0,0
1729,677.46512,790.15,90.3,0.87,4356.05,1563,1038.09,217,1,0,0
1730,769.73565,762.15,256.96,2.65,2631.84,1666,1530.17,157,0,0,0
1731,831.87657,3117.35,71.76,0.79,6393.61,2479,1499.71,122,0,0,0
1732,640.58904,1339.43,80.39,1.62,11114.21,1662,647.03,82,1,1,0
1733,309.24194,2885.72,336.24,3.6,4455.22,3195,1304.47,55,0,0,0
1734,726.62755,11843.0,54.0,0.44,4812.96,1116,542.89,97,0,0,0
1735,825.90775,933.82,162.06,1.02,4822.44,1660,1182.32,244,0,0,0
1736,597.13816,2062.71,351.31,1.38,3766.34,1064,2568.52,71,0,0,0
1737,638.26972,3263.38,315.79,1.5,11294.71,1647,4047.34,64,0,0,0
1738,309.2532,717.7,71.33,1.73,4843.29,1364,1055.14,74,0,0,0
1739,783.32666,2647.07,37.11,0.63,3240.13,1463,2067.98,358,0,0,0
1740,726.67652,1408.8,311.8,0.71,7693.7,1409,3197.07,44,1,1,1
1741,199.99135,830.49,168.8,0.4,5824.36,1341,871.24,78,0,0,0
1742,127.12037,1457.39,34.84,0.91,2433.93,2321,1607.27,142,0,0,1
1743,879.59678,7950.39,138.44,1.19,8242.78,1407,2043.78,79,1,1,0
1744,219.10532,3338.35,73.4,0.5,58566.03,710,972.12,56,0,0,0
1745,350.43603,1601.92,299.19,0.5,2289.3,1905,1544.19,233,0,0,0
1746,188.13978,2580.07,109.47,0.09,7110.53,743,2150.03,106,0,0,1
1747,591.70039,2205.79,333.91,0.74,3849.1,1758,1430.69,176,0,0,0
1748,253.08978,3416.13,38.89,1.07,7080.12,2616,3835.7,92,0,0,0
1749,419.10089,1863.69,301.03,6.04,2726.84,1867,2167.7,98,0,0,0
1750,480.09058,2908.09,545.15,1.11,7649.02,1384,4942.77,41,0,0,0
1751,164.74624,907.18,203.53,0.86,4305.14,1305,407.22,203,0,0,0
1752,114.32007,269.74,31.04,1.89,285.66,7210,619.39,213,0,0,0
1753,405.38196,3218.59,360.48,0.99,8011.72,6556,2436.06,78,1,0,0
1754,822.39422,689.28,36.03,2.2,4226.75,2425,848.96,221,0,0,0
1755,800.57124,7773.88,155.47,0.26,21384.86,883,4837.77,115,0,0,0
1756,278.66349,2138.85,260.94,1.4,3614.39,1383,1633.1,168,0,0,0
1757,273.83427,1289.09,140.73,2.16,2142.76,1400,2810.51,174,0,0,0
1758,464.84976,36446.0,138.95,0.12,45678.29,709,3276.3,47,1,1,0
1759,146.89713,1269.32,123.83,0.61,5706.92,1823,2147.39,173,0,0,0
1760,358.84012,584.96,68.78,2.85,948.55,2446,823.89,611,0,0,0
1761,481.47999,214.44,42.91,2.52,1436.6,2695,143.61,1150,0,0,0
1762,674.74364,1142.47,103.25,0.68,11792.45,1166,1559.04,77,0,1,1
1763,582.94556,220.11,135.73,1.29,1525.2,2322,1363.6,134,0,0,0
1764,363.36201,5670.65,148.94,2.95,10624.57,1731,1227.51,117,0,0,0
1765,765.63597,1142.34,52.37,1.54,1609.71,2101,583.31,186,1,0,1
1766,167.75566,3570.25,4141.85,3.11,8111.25,857,2279.19,112,0,0,0
1767,174.10313,1135.24,225.15,1.13,5322.45,1688,2132.5,162,0,0,0
1768,315.54623,4079.85,181.88,0.54,7590.73,1429,1759.25,61,0,0,0
1769,107.39099,2496.62,369.87,0.54,860.96,20270,4747.68,35,1,0,0
1770,502.93369,12166.14,80.89,3.41,12972.83,613,861.54,78,0,1,1
1771,452.79493,65.78,303.75,0.2,2352.08,743,2063.31,48,0,0,0
1772,553.44378,5616.75,186.14,0.44,9285.0,1232,3297.2,57,0,0,0
1773,212.62934,271.94,211.56,1.22,10247.09,1457,1811.97,188,0,0,0
1774,424.2281,1539.82,129.33,1.28,4822.08,1007,1904.42,50,0,0,0
1775,298.52535,559.1,249.41,2.46,1058.11,4111,1225.5,224,0,0,0
1776,412.64479,234.98,49.19,2.13,1064.55,1184,667.17,144,1,1,1
1777,380.39056,1218.06,247.83,3.16,3776.73,1980,3085.15,60,0,0,1
1778,498.36795,2124.94,494.27,1.25,4897.64,1330,1516.17,216,0,1,1
1779,362.04962,93.07,25.23,3.03,328.96,6550,195.24,988,0,0,1
1780,846.41509,111.75,30.65,2.92,402.28,4464,235.24,1122,0,0,0
1781,334.57291,494.7,128.68,2.16,4208.39,2755,1712.55,299,0,1,1
1782,307.69746,2479.21,99.31,0.58,7945.98,1119,1825.59,63,1,0,0
1783,433.07721,1584.89,65.75,14.55,2855.47,1345,683.36,264,1,0,1
1784,221.75586,1531.32,142.83,1.11,2861.28,1178,2136.94,80,0,0,0
1785,599.73459,415.39,121.58,7.14,505.69,6250,493.84,150,1,0,1
1786,258.95653,1978.45,306.03,0.52,2378.87,8911,2718.63,73,1,0,1
1788,417.16457,1869.9,166.34,0.33,4915.79,2263,3474.62,49,0,0,0
1789,315.58257,4206.37,124.57,0.4,7844.11,1043,4638.54,284,0,0,0
1790,546.81503,1891.46,127.66,7.25,4881.62,1912,1740.77,150,0,0,1
1791,876.26472,15733.08,973.42,0.12,24378.49,1507,4840.06,37,0,0,0
1792,882.91154,1025.64,343.02,1.98,5480.28,1516,1678.94,79,0,0,0
1793,684.79865,1368.51,220.36,1.82,4417.51,2133,2572.05,122,0,0,0
1794,188.46468,768.63,110.99,2.04,3542.98,1453,1683.23,471,1,1,1
1795,501.53782,311.9,70.41,1.98,2645.34,2345,959.28,338,0,0,0
1796,510.59793,646.26,83.24,1.89,1227.29,1824,358.85,149,0,0,0
1797,328.34619,3806.38,81.67,1.23,5859.02,1435,1764.51,199,1,1,1
1799,693.87156,5307.57,98.25,2.01,9265.7,1097,2180.87,136,0,1,0
1800,235.43303,574.14,88.16,4.2,1389.76,2951,788.55,97,1,1,0
1801,327.11393,9420.41,56.01,1.53,8520.67,1260,6247.85,132,1,0,1
1802,457.71379,39817.64,156.95,0.75,20646.14,477,2166.46,811,0,0,0
1803,521.98824,6106.77,107.24,0.13,8789.1,1356,1925.55,69,0,1,1
1804,755.1907,4472.78,125.53,1.46,7379.73,1592,2196.7,145,0,0,0
1805,114.43671,1195.03,84.5,1.14,6124.5,1287,2723.0,177,0,0,0
1806,471.61915,9110.82,140.43,0.32,13566.6,870,4111.98,97,0,0,0
1807,400.17942,1224.26,32.54,4.05,2579.44,2742,3005.67,127,0,0,0
1808,357.44536,1150.73,53.73,6.18,4320.01,1412,735.12,308,1,1,1
1809,124.67522,2021.03,36.63,3.85,2927.93,1815,488.95,207,0,0,0
1810,697.59584,1172.19,89.93,0.48,13642.97,2325,2030.32,80,0,0,0
1811,209.21671,7654.68,45.75,0.1,16858.45,1126,11236.91,63,0,0,0
1812,655.53997,1074.36,144.69,1.98,8614.51,1015,1769.81,70,0,0,0
1813,281.60378,502.37,126.76,2.73,5003.83,2145,1868.42,51,1,1,1
1814,324.63236,1382.69,296.44,1.16,18092.11,771,2592.39,86,0,0,0
1815,352.76626,2500.77,118.73,0.48,6155.78,1663,3596.37,80,1,0,0
1816,475.53603,3157.68,253.46,0.26,12828.51,1176,4368.72,111,0,0,0
1817,661.57623,1176.06,80.39,1.82,7203.91,1523,1174.34,152,0,1,0
1818,599.16751,2714.13,25.28,1.71,4431.14,2032,1042.03,112,0,0,1
1819,559.88926,2625.4,62.52,0.69,7768.81,1640,2716.15,76,0,0,0
1820,351.49909,11341.69,351.73,0.52,17830.34,1011,1631.62,119,0,0,0
1821,459.67395,1326.22,152.73,1.31,5973.92,971,3433.88,53,0,0,0
1822,244.2916,1902.36,38.86,0.51,7372.48,1850,1033.4,103,1,0,0
1823,449.80241,1143.26,159.22,0.93,2911.41,2530,1076.6,250,0,0,0
1824,382.21221,1779.77,43.58,1.13,4410.05,1347,1535.76,89,1,0,0
1825,739.54184,1858.12,141.06,5.76,2568.07,2186,1501.16,102,0,0,1
1826,229.54147,3380.88,76.5,4.51,3206.2,2194,968.72,75,0,0,0
1827,100.06532,7266.96,57.91,0.95,7856.81,949,3134.85,25,0,1,0
1828,279.4948,818.61,117.94,1.86,6699.74,1435,957.74,366,0,0,0
1829,266.96806,610.51,315.69,1.58,6268.69,893,4558.3,109,0,0,0
1830,578.40141,2157.55,94.15,1.09,10416.04,2022,895.67,82,1,0,0
1831,208.60825,162.68,51.35,0.94,561.57,2391,552.28,1345,0,0,0
1832,406.1231,291.94,87.11,2.52,2117.81,2461,1840.91,138,1,1,1
1833,286.07305,278.36,78.77,1.04,1135.34,3000,480.94,380,0,0,0
1834,361.62995,416.92,42.29,2.15,4171.65,1611,780.57,211,0,0,0
1835,234.4486,483.43,147.53,2.07,2910.68,905,1134.94,109,0,1,1
1836,806.81823,3100.75,191.58,1.05,11161.85,1419,957.51,66,0,0,0
1837,828.89642,2658.83,244.14,0.48,8416.94,1076,1669.76,114,1,1,0
1838,799.90672,6419.77,357.36,0.48,9125.26,1369,5570.09,106,1,0,0
1839,156.76886,5042.82,103.14,0.93,6067.74,1470,1065.64,127,0,0,0
1840,170.45082,1078.46,135.39,2.48,9821.94,1137,8311.67,73,1,0,0
1841,136.05557,65.56,69.82,4.48,828.46,2382,559.23,630,1,1,0
1842,251.24005,1446.42,140.06,2.95,8360.06,3826,12160.48,251,1,1,1
1843,285.653,622.27,162.77,1.62,2520.92,2503,1744.63,109,0,0,0
1844,221.42451,534.06,118.04,0.35,1497.21,1644,1418.24,71,0,0,0
1845,445.20215,1878.82,93.36,1.26,8012.4,1412,2905.12,83,1,0,0
1846,691.23419,3660.16,158.51,0.41,5379.07,2088,4517.34,39,0,0,0
1847,285.20399,682.43,98.28,1.28,10670.25,1099,2406.66,127,1,0,0
1848,745.1231,2442.77,178.0,0.81,5347.26,3303,3269.98,95,1,1,0
1849,711.02995,2486.31,99.86,0.57,10028.92,1433,6814.61,79,0,0,0
1850,155.5733,378.23,158.79,1.77,1678.8,5265,711.03,98,1,0,0
1851,221.86431,2088.8,179.85,2.24,2752.05,3010,2893.3,321,0,0,0
1852,632.74963,2934.38,442.74,2.41,12943.06,1439,24082.8,32,0,0,0
1853,295.79671,215.44,32.87,2.65,1386.59,2105,591.89,621,0,0,0
1854,300.23743,3764.7,148.2,0.61,20981.77,1130,2498.78,97,0,0,0
1855,501.61305,3435.71,245.21,0.52,14661.47,1192,1786.28,162,0,0,0
1856,150.04694,4076.03,61.97,1.6,11175.39,1027,2654.92,109,0,0,0
1857,489.61435,2594.47,425.21,0.56,3331.35,1939,1270.69,103,0,0,0
1858,648.52901,536.71,93.84,0.94,764.23,2705,748.76,571,1,1,0
1859,182.91024,254.09,266.16,1.37,1288.5,5892,884.99,160,1,1,0
1860,551.04961,3653.24,164.42,1.83,8565.55,1368,1887.68,88,1,0,0
1861,205.34772,156.51,29.6,1.57,1298.07,1176,289.55,319,0,0,0
1862,862.93096,2821.92,318.27,0.27,1716.45,5196,2170.84,40,0,0,0
1863,263.32786,2301.58,134.27,0.47,2967.81,1875,2667.82,100,0,0,0
1864,739.57344,748.25,454.28,1.1,15436.63,1162,3486.83,272,1,0,0
1865,183.21712,558.08,120.98,0.77,4102.36,2506,2620.4,553,0,0,0
1866,349.98188,1030.9,54.41,0.68,1695.99,2852,1143.73,54,0,0,0
1867,126.80294,1230.1,197.46,4.76,3238.88,1661,2304.84,128,0,0,0
1868,352.93059,780.54,140.73,10.33,1506.56,3507,833.17,114,1,0,1
1869,773.72233,2531.59,159.31,1.27,3044.37,2315,1756.34,162,0,0,0
1870,606.1697,2000.93,67.04,0.79,6145.62,1244,2069.59,189,0,1,0
1871,609.42649,1809.03,182.76,1.71,3427.2,1452,665.09,165,0,0,0
1872,200.48345,316.36,84.53,3.59,7828.56,1040,1054.61,48,0,0,0
1873,737.57683,6787.67,245.27,0.28,14342.92,1201,1769.81,97,0,0,0
1874,364.127,2116.76,89.77,6.04,2912.82,3497,1087.52,141,0,0,0
1875,430.8311,897.75,83.71,0.77,1368.34,3004,1072.08,296,1,0,1
1876,590.7387,1348.17,46.62,1.22,1669.66,1378,1247.97,488,0,0,0
1877,389.32032,671.17,43.51,1.54,3634.37,1395,1345.02,181,0,0,0
1878,211.95937,9958.9,64.06,2.87,7610.5,1421,8131.56,142,0,0,0
1879,502.81592,913.26,301.06,0.99,1844.62,2287,1965.8,345,1,1,1
1880,298.11362,1344.14,543.88,2.76,3632.36,2588,2177.24,136,0,0,0
1881,882.84307,8055.06,365.94,0.27,9608.84,1421,1567.42,69,0,0,0
1882,239.42316,1918.6,198.95,1.01,2338.74,2433,2937.94,172,1,0,1
1883,164.02209,218.23,67.57,2.39,482.53,2986,802.67,131,0,1,1
1884,241.99693,2716.69,395.51,0.63,13351.95,1121,3340.51,173,0,0,0
1885,761.60929,1577.39,58.79,0.05,1898.87,2142,12415.34,831,0,0,0
